seed,best_epoch,energy_mae
42,47,0.6885771155357361
42,46,0.6829532980918884
42,41,0.6807814836502075
42,44,0.6793085336685181
42,45,0.6776561737060547
42,48,0.667466938495636
42,50,0.6798376441001892
42,43,0.6912800073623657
42,49,0.6642948985099792
42,46,0.6688801646232605
42,47,0.689026415348053
42,44,0.687936007976532
42,49,0.719124436378479
